,section_1_mean_tfidf,section_2_mean_tfidf,section_3_mean_tfidf,section_4_mean_tfidf
개원,0.0063757159880770105,0.0024694019216552265,0.0038737132359557107,0.0022282779033589574
예측,0.0033244832322877243,0.004398373764298687,0.0050914593412635135,0.006352734809107163
공개,0.004952079252471006,0.00604863106318262,0.006339112953724662,0.0047357058672900625
백분위,0.0010618178404493209,0.0010858429306308947,0.003471953463320446,0.006329882553055637
차관,0.006324848731745708,0.00445212233544736,0.0017921923085658675,0.001316534746276029
연대,0.0025142150585643103,0.002312486505755512,0.005834840642298239,0.006320577521233806
투표,0.003937493656165947,0.0062734249921155725,0.0020249103654767977,0.0037017203641887507
합격자,0.002059998619159726,0.002378355716193661,0.00487767094443284,0.006269801332763289
후보,0.003312857126127348,0.003807037698421889,0.0021205286270685416,0.006256814230578327
공무원,0.006239354889383505,0.0033174360090194245,0.0030905710999927275,0.0031343595541852127
모의고사,0.001613702689795661,0.004958801130619447,0.006221339338248167,0.002937322245817838
붕괴,0.006197699156013497,0.002850683608387985,0.0055440053069949315,0.0031265905088033084
지도,0.004110687453968076,0.006191655519509315,0.005114754043826046,0.0027090635323456396
중심,0.006190300068865256,0.0037401823643303978,0.0036198434112736082,0.00389834795444262
안내,0.006188162000595164,0.006031515208310527,0.002963015738042772,0.0020259851708872446
대한의사협회,0.006174448438064071,0.004540039686036306,0.001584888428272512,0.0011145318680161674
수강,0.0011026547755673226,0.0011691385733453884,0.0015117766261439707,0.0061694079309117765
참여,0.004882844082693194,0.006161878814953241,0.004769137035034291,0.004648483143728496
국립대,0.005722983914221771,0.006158151702999944,0.002924970037795219,0.0020695786871934253
소득,0.006144533842366999,0.002981714918749939,0.003081392387733295,0.004052963317891442
고령,0.006122972217842062,0.0024200279526750287,0.0022422578065358478,0.0018192150121916404
복학,0.0001752666852082645,0.00025718579384224015,0.0010648284715686497,0.00612122905278614
기관,0.006105070606484592,0.004412751098862269,0.00535102115426798,0.002508102163589882
피부과,0.006095496537879128,0.00171189899375906,0.002598617764163327,0.002201747642205412
능력,0.003988879225865432,0.004109958172424749,0.006085979797486876,0.004009966447947193
관리,0.005730313515749073,0.005311479871224037,0.0060769473860311,0.005548914512508563
책임,0.0060555916358910455,0.004293076166182204,0.005409023246971338,0.0051445621340404715
방문,0.006033572231912269,0.0057072648880743,0.004023913690007555,0.0017261915195564469
합격선,0.00317997190229443,0.0036881774061203474,0.0034751027804825955,0.006018681096301347
회의록,1.9856892375413402e-05,0.006000891920318376,0.0016887566267832798,6.221224508583758e-05
